full_address,자치구,대표지번,lon,lat,geocode_error,사업번호,법정동,사업구분,운영구분,추진위원회/조합명,진행단계,상태,토지등 소유자 수,정비구역명칭,정비구역위치,정비구역면적(㎡),건축연면적(㎡),용도지역,용도지구,택지면적(㎡),도로면적(㎡),공원면적(㎡),녹지면적(㎡),공공공지면적(㎡),학교면적(㎡),기타면적(㎡),주용도,건폐율,용적률,높이(m),지상층수,지하층수,분양세대총수,60㎡이하,60㎡초과~85㎡이하,85㎡초과,임대세대총수,(임대)40㎡이하,(임대)40㎡초과~50㎡이하,(임대)50㎡초과,건축계획비고,위치도,조감도,배치도,조합사무실 주소,조합사무실 전화번호
서울특별시 구로구 궁동 236-1,구로구,궁동 236-1,126.8254079,37.49658012,,11530-900000743,궁동,소규모재건축,조합,월드빌라소규모재건축정비사업조합,조합설립인가,운영,95,월드빌라소규모재건축정비사업,구로구 궁동 236-1번지 외 9필지,7808,30895.99,2종일반주거지역(7층이하),,7808,,,,,,,공동주택,350.25,249.49,,15,3,185,104,79,2,21,,,21,,/servlet/image?url=images/assc/2021/11/202111091430331636435833511.jpg,/servlet/image?url=images/assc/2022/08/202208231412441661231564575.jpg,/servlet/image?url=images/assc/2022/06/202206031305041654229104483.jpg,102호,02-2615-5585
서울특별시 종로구 교남동 62-1,종로구,교남동 62-1,,,NO_RESULT,11110-100003002,교남동,재개발(도시정비형),조합,돈의문1구역도시환경정비사업조합,조합해산,운영,989,돈의문1구역도시환경정비사업조합,종로구 교남동 62-1,152639,375580.71,주거. 판매. 업무,일반(주거상업)지역,100393.1,24447.6,6328.8,1053.2,,0,20416.3,주거. 판매. 업무,28.17,258.06,69,21,5,2048,603,958,487,496,244,201,51,,/servlet/image/assc/201003051049331267753773599.jpg,/servlet/image/assc/2009/12/200912301628331262158113625.jpg,/servlet/image/assc/2010/01/201001121650111263282611738.jpg,"서울특별시 종로구 송월길 136, 403호 (행촌동)",02-720-5834
서울특별시 서대문구 북아현동 1-954,서대문구,북아현동 1-954,,,NO_RESULT,11410-100007003,북아현동,재개발(주택정비형),조합청산,북아현 1-1 재정비촉진구역 주택재개발 정비사업조합,조합청산,운영,738,북아현1-1재정비촉진구역 주택재개발사업,서대문구 북아현동 1-954,77234.2,183870.47,제1종 제2종 일반주거지역,북아현재정비촉진지구,53118,11232.3,1228.29,12085.7,1403.5,,,공동주택 및 부대복리시설,24.56,234.51,0,20,4,992,397,561,34,234,108,94,32,,/servlet/image/assc/2011/09/201109261521071317018067777.jpg,/servlet/image/assc/2011/09/201109261521071317018067886.jpg,/servlet/image/assc/2011/09/201109261521071317018067999.jpg,3층,02-362-7065
서울특별시 관악구 신림동 1448-1,관악구,신림동 1448-1,126.9237524,37.4892387,,11620-900000919,신림동,지역주택,조합,(가칭)당곡역 지역주택조합,조합설립인가,운영,635,(가칭)당곡역지역주택조합사업,관악구 신림동 1448-1,58571.1,139669.66,제2종 일반주거지역,지구단위계획구역(예정),58571.1,2223.8,3280.2,,557.6,,,공동주택(APT),13.49,228.18,,25,2,1200,1200,,,0,,,,,/servlet/image?url=images/assc/2022/04/202204201124221650421462233.png,/servlet/image?url=images/assc/2022/04/202204201124221650421462743.jpg,/servlet/image?url=images/assc/2022/04/202204201202561650423776638.jpg,"서울특별시 관악구 봉천로6길 24, 2층 (신림동)",02-875-5570
서울특별시 용산구 이촌동 300-10,용산구,이촌동 300-10,126.9787033,37.51804941,,11170-900000920,이촌동,리모델링,조합,점보아파트 리모델링주택조합,조합설립인가,운영,144,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
서울특별시 용산구 이촌동 402,용산구,이촌동 402,126.9774682,37.51923382,,11170-900000921,이촌동,리모델링,조합,강촌아파트 리모델링주택조합,조합설립인가,운영,1001,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
서울특별시 용산구 이촌동 302-48,용산구,이촌동 302-48,126.9694413,37.520074,,11170-900000922,이촌동,리모델링,조합,미주아파트비동 리모델링주택조합,조합설립인가,운영,51,미주아파트비동 리모델링주택사업,용산구 이촌동 302-48,,,,,,,,,,,,주거(공동주택),,,,10,2,7,,,7,0,,,,,/servlet/image?url=images/assc/2022/07/202207281149141658976554039.jpg,/servlet/image?url=images/assc/2022/07/202207281149141658976554164.jpg,,,
서울특별시 광진구 중곡동 18-24,광진구,중곡동 18-24,127.0874693,37.56611366,,11215-900000923,중곡동,재건축,공공지원자,신향빌라 재건축사업,정비구역지정,운영,157,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
서울특별시 성북구 석관동 332-46,성북구,석관동 332-46,127.0594478,37.6075846,,11290-900000924,석관동,가로주택정비,조합,석관1의7구역 가로주택정비사업조합,조합설립인가,운영,154,석관1의7구역 가로주택정비사업,성북구 석관동 332-46번지,9801.08,29534.2,제2종일반주거지역,7층 이하,,,,,,,,공동주택 및 부대복리시설,38.32,199.38,,7,2,276,276,,,0,,,,,/servlet/image?url=images/assc/2022/05/202205191702161652947336087.png,/servlet/image?url=images/assc/2022/05/202205191702161652947336651.jpg,/servlet/image?url=images/assc/2022/05/202205191702161652947336671.jpg,"서울특별시 성북구 돌곶이로22길 55, 4층 (석관동)",02-967-7070
서울특별시 마포구 마포동 350,마포구,마포동 350,126.9439319,37.53632584,,11440-900001205,마포동,재개발(도시정비형),추진위원회,마포로1구역 제23지구 도시정비형 재개발사업 조합,조합설립추진위원회승인,운영,358,마로포1구역 제23지구 도시정비형 재개발사업,마포구 마포동 350-0,4243.5,,,,,,,,,,,,,,,,,0,,,,0,,,,,/servlet/image?url=images/assc/2024/07/202407011653451719820425428.jpg,/servlet/image?url=images/assc/2024/07/202407011631381719819098457.jpg,,"서울특별시 마포구 마포대로4다길 18, 강변한신코아 1511호 (마포동)",02-712-1511
서울특별시 영등포구 신길동 145-40,영등포구,신길동 145-40,,,NO_RESULT,11560-100003016,신길동,재개발(주택정비형),조합청산,신길3재정비촉진구역 주택재개발정비사업조합,조합청산,운영,283,신길3재정비촉진구역주택재개발정비사업,영등포구 신길동 145-40번지,38502.9,119571.99,제2종/제3종 일반주거지역,재정비촉진지구,30779.9,247.7,4029.6,3445.7,0,0,0,공동주택 및 부대시설,20.64,251.11,92,32,3,644,265,351,28,147,72,59,16,,/servlet/image/assc/2010/10/201010071738171286440697254.jpg,/servlet/image?url=images/assc/2016/08/201608252156121472129772814.jpg,/servlet/image/assc/2019/06/201906151111511560564711147.jpg,3층,02-835-3666
서울특별시 용산구 보광동 272-3,용산구,보광동 272-3,126.9971116,37.53130513,,11170-900000099,보광동,재개발(주택정비형),조합,한남2재정비촉진구역 주택재개발정비사업 조합,관리처분인가,운영,929,한남 제2재정비촉진구역,용산구 보광동 272-3,114580.6,161889.03,도시지역 제2종일반주거지역(7층이하),재정비촉진지구,83758.9,19008.8,3192.6,2801,5819.3,0,0,공동주택 및 부대복리시설 근리생활시설,32.14,195.42,45,14,6,1299,424,629,246,238,97,137,4,,/servlet/image?url=images/assc/2022/05/202205191408581652936938079.jpg,/servlet/image/assc/2022/05/202205191343421652935422898.jpg,/servlet/image/assc/2022/05/202205191346201652935580854.jpg,"서울특별시 용산구 녹사평대로26길 83, 3, 4층 (이태원동)",02-797-6588
서울특별시 강서구 방화동 608-97,강서구,방화동 608-97,126.8155264,37.56498787,,11500-900000103,방화동,재건축,조합,방화6재정비촉진구역 주택재건축정비사업조합,철거신고,운영,185,방화6재정비촉진구역,강서구 방화동 608-97,31554.2,99889.43,제2제3종일반주거지역,최고고도지구(해발57.86m미만),26415.2,4257,,,,,396,공동주택(아파트) 및 부대복리시설,27.44,235.12,58,16,3,537,131,318,88,20,,14,6,,/servlet/image/assc/2010/11/201011111527381289456858590.bmp,/servlet/image?url=images/assc/2023/03/202303071317271678162647117.png,/servlet/image/assc/2022/12/202212281708291672214909426.jpg,"서울특별시 강서구 방화대로 270, 태양빌딩 (5층) (마곡동)",02-2663-4541
서울특별시 성북구 정릉동 757,성북구,정릉동 757,127.002715,37.61414973,,11290-900000106,정릉동,재개발(주택정비형),조합,정릉골구역 주택재개발정비사업조합,관리처분인가,운영,636,정릉3동 주택재개발 ,성북구 정릉동 757번지,203965,252884,제1종일반주거지역 제1종지구단위계획구역,자연경관지구,162151,19285,1810,13056,0,0,7663,공동주택,41.12,109.13,20,4,2,1417,,1156,261,0,,,,,/servlet/image?url=images/assc/2021/10/202110221520431634883643919.jpg,/servlet/image?url=images/assc/2022/01/202201071703301641542610179.jpg,/servlet/image?url=images/assc/2022/01/202201071703301641542610471.jpg,서울특별시 성북구 보국문로18길 1 (정릉동),02-910-8805
서울특별시 성북구 장위동 289,성북구,장위동 289,,,NO_RESULT,11290-100016009,장위동,재개발(주택정비형),조합,장위 4구역 주택재개발정비사업조합,착공신고,운영,1172,장위4구역 주택재개발정비사업조합,성북구 장위동 62-1번지,153501,428982,제2종일반주거지역,일반미관지구,105997,29254,5021,5500,2251,0,2399,공동주택,23.15,263.36,,32,3,2356,825,1438,93,484,194,200,90,,/servlet/image?url=images/assc/2021/10/202110291701371635494497015.jpg,/servlet/image/assc/2015/01/201501231731381422001898696.jpg,/servlet/image?url=images/assc/2021/10/202110221444091634881449168.png,우성빌딩 4층,02-909-3161
서울특별시 성북구 하월곡동 88-142,성북구,하월곡동 88-142,127.0289358,37.60550591,,11290-100017001,하월곡동,재개발(도시정비형),조합,신월곡1구역 도시환경정비사업조합,관리처분인가,운영,459,신월곡 제1구역 도시환경정비사업,성북구 하월곡동 88번지 일대,55112,423361.68,일반상업지역,중심미관지구,40600,9081,4786,,,,645,주거판매업무,42.05,679.84,149,46,6,1996,823,922,251,213,,57,156,,/servlet/image/assc/2010/05/201005191727521274257672401.jpg,/servlet/image/assc/2020/08/202008271542541598510574651.jpg,/servlet/image/assc/2020/08/202008271645081598514308325.jpg,"서울특별시 성북구 종암로 166, 2층, 상가동 (하월곡동, 광남캐스빌아파트)",02-916-1940
서울특별시 금천구 가산동 547-44,금천구,가산동 547-44,126.8776886,37.47783485,,11545-900000438,가산동,재건축,추진위원회,우창연립 주택재건축정비사업조합설립추진위원회,조합설립추진위원회승인,운영,90,우창연립,금천구 가산동 547-44번지,5149,2072.58,도시지역 준공업지역 도로(접함),5149,5149,,,,,,,공동주택,24.7,280.17,,20,2,180,152,28,,0,,,,,/servlet/image/assc/2013/05/201305071443431367905423395.png,/servlet/image/assc/2014/12/201412111044341418262274013.jpg,/servlet/image/assc/2014/12/201412111045131418262313769.jpg,나동 216호,02-857-2727
서울특별시 영등포구 문래동4가 23-6,영등포구,문래동4가 23-6,126.8903742,37.51505048,,11560-900000504,문래동,재개발(도시정비형),조합,45. 문래동4가 도시환경정비구역 재개발정비사업조합,조합설립인가,운영,649,문래동4가 도시환경정비구역,문래동4가 23-6,94087,,준공업지역,일반 미관지구,62464,10128,20295,,,,1200,공동주택 산업시설,,,,,,915,277,524,114,199,,137,62,,/servlet/image?url=images/assc/2019/06/201906051538531559716733891.jpg,/servlet/image?url=images/assc/2020/07/202007141342181594701738927.jpg,/servlet/image/assc/2014/04/201404281101221398650482316.jpg,국화아파트 상가 3층5호,02-2671-8565
서울특별시 서대문구 홍은동 441-1,서대문구,홍은동 441-1,,,NO_RESULT,11410-100003006,홍은동,재개발(주택정비형),조합,홍은제12구역 주택재개발정비사업조합,조합해산,운영,331,홍은제12주택재개발정비구역,서대문구 홍은동 450번지,26421.7,33016.82,일반주거지역,3종,23039.8,1997.1,1384.8,,,,,공동주택 및 부대복리시설,19.74,247.77,56,,,458,91,291,76,94,94,,,,/servlet/image/assc/2010/11/201011041108451288836525089.jpg,/servlet/image/assc/2010/11/201011041108451288836525523.jpg,/servlet/image/assc/2010/11/201011041108471288836527800.jpg,지하2층 201호,02-3216-5722
서울특별시 종로구 사직동 311-10,종로구,사직동 311-10,126.9663284,37.5736325,,11110-900000012,사직동,재개발(도시정비형),조합,사직제2구역 도시환경정비사업 조합,사업시행인가,운영,275,사직2구역 도시환경정비사업구역,종로구 사직동 311-10번지,34268.84,73609.7,제2종 일반주거지역(7층),자연경관지구 역사문화미관지구,27329.24,988.6,0,3822.4,2128.6,0,,공동주택,31.75,176.82,42,12,2,403,153,200,50,83,28,55,,,/servlet/image/assc/2012/12/201212141144261355453066774.jpg,/servlet/image/assc/2015/09/201509021338291441168709450.jpg,/servlet/image/assc/2015/09/201509021338291441168709649.jpg,서울특별시 종로구 경희궁3나길 8 (사직동),02-730-1465
서울특별시 송파구 신천동 7-,송파구,신천동 7-,127.0992805,37.51888493,,11710-900000615,신천동,재건축,조합,"장미1,2,3차아파트 주택재건축정비사업 조합",조합설립인가,운영,4062,장미123차아파트 주택재건축정비사업,송파구 신천동 7번지 11번지,343266.7,904558.06,제3종일반주거지역,아파트지구,223753.4,55103,8758,,700,23894.8,31057.5,아파트 및 상가,19.7,239.73,,35,2,3913,353,2038,1522,0,,,,정비계획변경 시 변동,/servlet/image?url=images/assc/2016/08/201608021404151470114255208.jpg,/servlet/image?url=images/assc/2017/11/201711161505491510812349079.jpg,/servlet/image?url=images/assc/2017/11/201711161505531510812353386.jpg,"서울특별시 송파구 올림픽로35가길 10, 오피스텔B동 3층 310호 (신천동, 잠실 더샵스타파크)",02-418-7800
서울특별시 강남구 대치동 63,강남구,대치동 63,127.0691391,37.50023373,,11680-900000617,대치동,재건축,조합,대치우성1차아파트 재건축정비사업조합,사업시행인가,운영,476,대치우성1차아파트 주택재건축정비사업,강남구 대치동 63-0,28793,146423.28,주거지역(제3종일반주거지역),미관지구,25456,1719,1618,0,0,0,0,공동주택 및 부대목리시설,1.81,299.99,109,35,4,626,165,262,199,86,,43,43,,/servlet/image?url=images/assc/2016/02/201602191125111455848711880.jpg,/servlet/image/assc/2023/01/202301021556471672642607661.jpg,/servlet/image/assc/2023/01/202301021606401672643200475.jpg,"서울특별시 강남구 영동대로 221, 2층 3호(서림빌딩) (대치동)",02-508-0098
서울특별시 은평구 신사동 261-20,은평구,신사동 261-20,126.9062422,37.60168914,,11380-900000927,신사동,소규모재건축,조합,성락타운아파트소규모재건축사업,조합설립인가,운영,96,성락타운아파트소규모재건축사업,은평구 신사동 261-20,4733,17724.93,제2종 일반주거지역,,4733,0,0,0,0,0,0,아파트,26.44,199.75,48,16,4,124,124,,,0,,,,,/servlet/image?url=images/assc/2022/05/202205091438451652074725800.jpg,/servlet/image?url=images/assc/2025/05/202505100035371746804937627.jpg,/servlet/image?url=images/assc/2025/05/202505100035371746804937721.jpg,"서울특별시 은평구 갈현로3나길 23, 역촌센트레빌 단지내 상가 103호 (역촌동, 역촌센트레빌)",02-355-2235
서울특별시 강동구 성내동 288-1,강동구,성내동 288-1,127.1255732,37.53348928,,11740-900000928,성내동,가로주택정비,조합,성내동 288-1번지 일원 가로주택정비사업,조합설립인가,운영,129,성내동 288-1번지 일원 가로주택정비사업,강동구 성내동 288-1,9682,37981.45,제2종일반주거지역(7층이하),,,,,,,,,공동주택(아파트) 및 부대복리시설,37.25,241.85,,12,2,223,127,94,2,45,,45,,,/servlet/image?url=images/assc/2022/05/202205121716251652343385004.jpg,/servlet/image?url=images/assc/2023/07/202307261339491690346389389.png,/servlet/image?url=images/assc/2023/07/202307261339501690346390314.jpg,"서울특별시 강동구 풍성로35길 20, 지하1층 (성내동)",02-6425-0101
서울특별시 동작구 상도동 356-159,동작구,상도동 356-159,126.9336104,37.50221238,,11590-900001082,상도동,지역주택,조합,(가칭)상도3동 지역주택조합,조합설립인가,운영,228,(가칭)상도3동지역주택조합,동작구 상도동 356-159 (정비구역 면적은 사업계획 승인전 변경됨),24768,77919.79,공동주택(아파트) 부대복리시설,도시지역 제2종일반주거지역,29268,5500,,,,,,공동주택,20.48,246.6,88,29,5,551,458,93,,0,,,,,/servlet/image?url=images/assc/2023/10/202310100928071696897687695.png,/servlet/image?url=images/assc/2025/09/202509191406091758258369260.png,/servlet/image?url=images/assc/2025/09/202509191406131758258373214.png,"서울특별시 동작구 상도로15길 31, 1층 상도3동지역주택조합 (상도동)",02-532-8891
서울특별시 서초구 방배동 992-1,서초구,방배동 992-1,,,NO_RESULT,11650-900000114,방배동,재건축,조합,방배3구역주택재건축정비사업조합,조합해산,운영,183,방배3구역 주택재건축정비사업구역,서초구 방배동 992-1번지,17865.8,59898.8,제2종일반주거지역,,15078,1347.8,1440,,,,,공동주택 및 부대복리시설,27.82,249.79,41,14,3,255,21,127,107,44,,,44,,/servlet/image/assc/2013/04/201304111559061365663546345.jpg,/servlet/image/assc/2013/04/201304111725401365668740861.jpg,/servlet/image/assc/2013/04/201304111726061365668766120.gif,2층,02-3473-2428
서울특별시 서초구 잠원동 61-2,서초구,잠원동 61-2,127.0101708,37.51421694,,11650-900000610,잠원동,재건축,조합,신반포19차 25차(아) 재건축정비사업조합,조합설립인가,운영,445,신반포19차 25차(아) 재건축정비사업,서초구 잠원동 61-2,26937.2,154657.8,제3종 일반주거지역,아파트지구,24476.7,517.9,1942.6,0,0,0,0,공동주택,18.86,299.99,180,49,4,613,112,261,240,75,,,75,향후 정비계획변경 등에 따라 변경될 수 있음,/servlet/image?url=images/assc/2023/04/202304181322311681791751377.jpg,/servlet/image?url=images/assc/2023/04/202304181351351681793495670.jpg,/servlet/image?url=images/assc/2025/09/202509251522301758781350672.jpg,"서울특별시 서초구 강남대로99길 36, 성지빌딩 4층 (잠원동)",02-537-6448
서울특별시 구로구 오류동 156-15,구로구,오류동 156-15,126.8417263,37.48920377,,11530-900000611,오류동,재건축,조합,오류동 현대연립 주택재건축정비사업조합,관리처분인가,운영,240,오류동 현대연립 재건축 정비사업,구로구 오류동 156-15번지,23318.7,85959.1,제2종일반주거지역(7층이하),,21527.6,227.3,1563.8,,,,,공동주택 및 부대복리시설,29.09,220.79,,15,4,447,131,293,23,0,,,,,/servlet/image/assc/2015/07/201507291615061438154106951.jpg,/servlet/image/assc/2021/07/202107261010461627261846531.jpg,/servlet/image?url=images/assc/2023/06/202306131347451686631665144.jpg,"서울특별시 구로구 오리로 1102-4, SH타워 501호 (천왕동)",02-2066-8308
서울특별시 성북구 장위동 25-55,성북구,장위동 25-55,127.0588519,37.61580723,,11290-100016014,장위동,재개발(주택정비형),조합,장위제6구역 주택재개발정비사업조합,착공신고,운영,786,장위제6구역주택재개발정비사업조합설립추진위원회,성북구 장위동 25-55,105163.9,250368.9,도시. 주거지역,제1.2.3종 일반주거지역,61422.6,16629.3,22782,2565.3,1764.7,,,공동주택(아파트) 및 복리시설,19.28,264.48,93,33,3,1352,473,818,61,285,129,126,30,,/servlet/image/assc/2014/11/201411071121551415326915616.jpg,/servlet/image/assc/2023/09/202309111602571694415777512.png,/servlet/image/assc/2023/09/202309111608321694416112577.jpg,3층,02-911-7520
서울특별시 용산구 신창동 76-1,용산구,신창동 76-1,126.9556022,37.5367576,,11170-900001315,신창동,가로주택정비,조합,신창동 76-1번지 일대 가로주택정비사업조합,조합설립인가,운영,0,신창동 76-1번지 일원 가로주택정비사업,용산구 신창동 76-1,6071.1,20386.89,제2종 일반주거지역(7층이하),,6071.1,,,,,,,제2종 일반주거지역(7층이하),41.24,223.55,30,7,2,138,75,63,,16,,16,,추정,/servlet/image?url=images/assc/2025/08/202508061608021754464082784.png,/servlet/image?url=images/assc/2025/08/202508061617191754464639015.png,/servlet/image?url=images/assc/2025/08/202508061617191754464639206.png,"서울특별시 용산구 효창원로 43, 1층 1호 (신창동)",02-702-2690
서울특별시 노원구 상계동 109-43,노원구,상계동 109-43,127.078164,37.66780218,,11350-100002017,상계동,재개발(주택정비형),조합,상계5재정비촉진구역 주택재개발정비사업 조합,조합설립인가,운영,801,상계5재정비촉진구역,노원구 상계동 109-43번지,115964.1,291621.7,제23종일반주거지역 준주거지역,,81424,21838.9,6500,,2326,,3875,공동주택,25.93,290.49,,33,2,1693,1093,536,64,349,104,140,105,,/servlet/image/assc/2010/07/201007081255481278561348267.jpg,/servlet/image/assc/2011/04/201104071409551302152995525.jpg,/servlet/image/assc/2011/04/201104071409581302152998580.jpg,"서울특별시 노원구 덕릉로 816, 2층 (상계동)",02-937-0016
서울특별시 관악구 신림동 650,관악구,신림동 650,,,NO_RESULT,11620-900001318,신림동,재개발(주택정비형),공공지원자,신림8구역 재개발정비사업,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
서울특별시 동작구 상도동 279,동작구,상도동 279,126.9359074,37.49630368,,11590-900001319,상도동,재개발(주택정비형),조합,상도15구역 주택정비형 재개발사업,조합설립인가,운영,2108,상도15구역 주택정비형 재개발사업,동작구 상도동 279-0,141286.8,473303.17,제2종일반주거지역,,,8205.7,10351.3,,,,2848.8,공동주택,20.21,249.98,,35,4,2704,1123,1361,220,500,192,,308,,/servlet/image?url=images/assc/2025/06/202506301002251751245345495.jpg,,,서울특별시 중구 삼일대로 343 (저동1가),02-6362-1152
서울특별시 영등포구 여의도동 28,영등포구,여의도동 28,126.9208124,37.52075743,,11560-900000693,여의도동,재건축,조합,여의도 광장아파트 28주택재건축정비사업,조합설립인가,운영,576,여의도동 28번지 광장아파트 주택재건축정비사업,영등포구 여의도동 28-0,43042,132308,제3종일반주거지역,중심지미관지구,,,,,2155,0,,주택,19.2,229.53,,35,3,654,,222,432,0,,,,,/servlet/image?url=images/assc/2018/04/201804051351531522903913341.jpg,/servlet/image?url=images/assc/2018/04/201804231239581524454798076.jpg,/servlet/image?url=images/assc/2018/04/201804091014391523236479752.jpg,"서울특별시 영등포구 의사당대로 96, 2층, 정비사업위원회 사무실 (여의도동)",02-6373-2087
서울특별시 동작구 사당동 288,동작구,사당동 288,,,NO_RESULT,11590-900001320,사당동,재개발(주택정비형),공공지원자,사당12구역 민간재개발사업,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
서울특별시 마포구 도화동 544,마포구,도화동 544,126.9459466,37.54076798,,11440-900001324,도화동,재개발(도시정비형),추진위원회,마포로1구역 제5지구 도시정비형 재개발사업,조합설립추진위원회승인,운영,121,마포로1구역 제5지구 도시정비형 재개발사업,마포구 도화동 544-0,3125.3,,상업지구,,,,,,,,,,,,,,,0,,,,0,,,,,/servlet/image?url=images/assc/2025/08/202508022020361754133636538.pdf,,,"서울특별시 마포구 큰우물로 76, 지하1층 04호 (도화동)",02-714-7774
서울특별시 도봉구 쌍문동 388-33,도봉구,쌍문동 388-33,127.030693,37.64590211,,11320-900001327,쌍문동,재건축,추진위원회,쌍문한양1차아파트 재건축사업,조합설립추진위원회승인,운영,859,쌍문한양1차아파트 재건축사업,도봉구 쌍문동 388-33,44808,182164.16,제3종일반주거지역,,38467.7,2840.3,3500,,,,,공동주택(아파트) 및 부대복리시설,20.71,299.78,121,40,3,1084,432,648,4,74,,74,,,/servlet/image?url=images/assc/2025/07/202507041001321751590892991.png,/servlet/image?url=images/assc/2025/07/202507041001331751590893035.jpg,/servlet/image?url=images/assc/2025/07/202507041001341751590894352.png,"서울특별시 도봉구 노해로40길 72, 상가 301호 (쌍문동)",02-2201-6666
서울특별시 강서구 등촌동 654-43,강서구,등촌동 654-43,126.8558362,37.5553934,,11500-900001328,등촌동,소규모재건축,공공지원자,동성 소규모재건축정비사업조합,정비계획 수립,운영,31,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
서울특별시 강서구 마곡동 327-53,강서구,마곡동 327-53,126.8235876,37.57108397,,11500-100002001,마곡동,재건축,조합,신안빌라주택재건축정비사업조합설립추진위원회 및 예비사업시행자(한국토지신탁),사업시행인가,운영,232,신안빌라 주택재건축정비사업,강서구 마곡동 327-53번지,16400.1,69401.38,제3종일반주거지역,최고고도지구,14888.26,23,991.84,,,,497,공동주택(아파트),28.31,261.25,,15,3,374,133,223,18,12,,,12,,/servlet/image/assc/2012/03/201203021412441330665164857.jpg,/servlet/image?url=images/assc/2016/06/201606071346481465274808558.jpg,/servlet/image?url=images/assc/2016/06/201606071346501465274810241.jpg,"서울특별시 강서구 방화대로34길 120, 2동 105호 (마곡동, 신안빌라)",02-2659-2688
서울특별시 영등포구 영등포동5가 30,영등포구,영등포동5가 30,126.905614,37.52111847,,11560-100004011,영등포동,재개발(도시정비형),조합,영등포1-11재정비촉진구역 도시환경정비사업조합,사업시행인가,운영,306,영등포1-11 도시환경정비구역,영등포구 영등포동5가 30번지,17391.8,140366.98,,일반상업지역,10829,2656.7,1262,,,,410,판매/영업 근린생활 업무,55.35,770,130,39,7,647,241,300,106,171,42,,129,,/servlet/image/assc/2011/11/201111291728381322555318474.bmp,/servlet/image/assc/2025/05/202505261520501748240450008.jpg,/servlet/image/assc/2025/05/202505261523581748240638157.jpg,"서울특별시 영등포구 영중로 22, 남서울빌딩 5층(515호) (영등포동3가)",02-2637-4518
서울특별시 성북구 동소문동2가  33,성북구,동소문동2가  33,127.0071175,37.58837473,,11290-100009003,동소문동,재개발(주택정비형),조합,동소문제2구역 주택재개발정비사업조합,조합설립인가,운영,239,동소문제2구역 주택재개발정비사업,동소문동2가 33번지 외 248필지,20657.3,80797.63,준주거지역 일반상업지역,,15319.8,4247.3,860,,230.2,,,공동주택및 부대복리시설 판매시설,37,337,100,29,3,421,195,184,42,73,30,35,8,,/servlet/image/assc/2010/08/201008241036481282613808662.bmp,/servlet/image?url=images/assc/2023/10/202310191013301697678010092.jpg,/servlet/image/assc/2011/12/201112191316591324268219707.jpg,3층 303호,02-764-3511
서울특별시 서초구 방배동 975-35,서초구,방배동 975-35,126.9912347,37.48127328,,11650-900000572,방배동,재건축,조합,방배14구역 주택재건축정비사업조합,철거신고,운영,245,방배 14구역주택재건축 정비구역,특별시 서초구 방배동 975-35,27541.2,99999.55,제 1종 일반 주거지역 제 2종 일반 주거지역제3종 일반주거지역,일반 미관 지구,22449.1,2990.4,2101.7,,,,,공동주택 및 부대복리시설,29.23,226.33,47,15,6,440,150,252,38,52,,,52,,/servlet/image/assc/2015/05/201505131554371431500077035.jpg,/servlet/image?url=images/assc/2025/08/202508071538011754548681217.jpg,/servlet/image?url=images/assc/2025/08/202508071538011754548681359.jpg,"서울특별시 서초구 방배중앙로 20, 광성빌딩5층 (방배동)",02-585-9929
서울특별시 영등포구 신길동 240-16,영등포구,신길동 240-16,,,NO_RESULT,11560-100003012,신길동,재개발(주택정비형),조합청산,신길9재정비촉진구역 주택재개발정비사업 조합,조합청산,운영,561,신길9재정비촉진구역 주택재개발정비사업조합,영등포구 신길동 240-16번지,73698.6,,제2종일반주거지역,재정비촉진지구,53782.4,4095.6,14027.5,1912.4,,,,공동주택 및 부대복리시설,15.03,234.87,85,29,2,915,136,450,329,210,105,105,,,/servlet/image/assc/2011/02/201102081017391297127859875.jpg,/servlet/image/assc/2018/01/201801191328081516336088302.jpg,/servlet/image/assc/2018/01/201801301857421517306262668.jpg,"서울특별시 영등포구 가마산로61길 5-1, 3층 (신길동)",02-843-7183
서울특별시 영등포구 문래동2가 14-84,영등포구,문래동2가 14-84,126.8945778,37.51351233,,11560-900000503,문래동,재개발(도시정비형),공공지원자,44. 문래동2?3가 도시환경정비사업,정비구역지정,운영,0,문래동2?3가 도시환경정비사업,문래동2가 14-84,89056,,"준공업지역, 일반상업지역","중심지 미관지구, 일반 미관지구",55876,23946,5014,1540,,,2680,"공동주택, 전략시설, 산업시설",,,,,,916,325,491,100,54,,35,19,,,/servlet/image/assc/2014/04/201404281105371398650737602.jpg,/servlet/image/assc/2014/04/201404281105411398650741201.jpg,,
